Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
When We Were Magic,"Gailey, Sarah",,,,Tennessee,Collierville Schools,2021-2022
When We Were Magic,"Gailey, Sarah",,,,Texas,North East Independent School District,2021-2022
A Lesson Before Dying,"Gaines, Ernest J.",,,,Virginia,Virginia Beach City Public Schools,2021-2022
Ho'onani: Hula Warrior,"Gale, Heather",,"Song, Mika",,Texas,North East Independent School District,2021-2022
Lobizona (Wolves of No World Series),"Garber, Romina",,,,Tennessee,Collierville Schools,2021-2022
Lobizona: A Novel (Wolves of No World Series),"Garber, Romina",,,,Texas,North East Independent School District,2021-2022
Caraval (Caraval Series),"Garber, Stephanie",,,,Texas,Katy Independent School District,2021-2022
Dreaming in Cuban,"García, Cristina",,,,Florida,Lee County Schools,2021-2022
Dreaming in Cuban,"García, Cristina",,,,Florida,Walton County School District,2021-2022
Escuchando con mi Corazón: Un cuento de bondad y autocompasión (Listening to My Heart),"Garcia, Gabi",,"Tan, Ying Hui",,Pennsylvania,Central York School District,2021-2022
Cow on the Town: Practicing the Ow Sound,"Garcia, Isabella",,,,Florida,Duval County Public Schools,2021-2022
Annie on My Mind,"Garden, Nancy",,,,Texas,North East Independent School District,2021-2022
"Hear Us Out!: Lesbian and Gay Stories of Struggle, Progress, and Hope, 1950 to the Present","Garden, Nancy",,,,Texas,North East Independent School District,2021-2022
The Year They Burned the Books,"Garden, Nancy",,,,Texas,North East Independent School District,2021-2022
Girl on the Line,"Gardner, Faith",,,,Tennessee,Collierville Schools,2021-2022
Full Disclosure,"Garrett, Camryn",,,,Texas,Killeen Independent School District,2021-2022
Say the Word,"Garsee, Jeannine",,,,Texas,North East Independent School District,2021-2022
Symptoms of Being Human,"Garvin, Jeff",,,,Oklahoma,Bristow Public Schools,2021-2022
Symptoms of Being Human,"Garvin, Jeff",,,,Tennessee,Collierville Schools,2021-2022
Symptoms of Being Human,"Garvin, Jeff",,,,Texas,Granbury Independent School District,2021-2022
Symptoms of Being Human,"Garvin, Jeff",,,,Texas,North East Independent School District,2021-2022
"Culturally Responsive Teaching: Theory, Research, and Practice","Gay, Geneva",,,,Pennsylvania,Central York School District,2021-2022
Hunger: A Memoir of (My) Body,"Gay, Roxane",,,,Florida,Indian River County School District,2021-2022
Fancy White Trash,"Geerling, Marjetta",,,,Tennessee,Collierville Schools,2021-2022
Fancy White Trash,"Geerling, Marjetta",,,,Texas,North East Independent School District,2021-2022
My Mixed-Up Berry Blue Summer,"Gennari, Jennifer",,,,Texas,Granbury Independent School District,2021-2022
My Mixed-Up Berry Blue Summer,"Gennari, Jennifer",,,,Texas,North East Independent School District,2021-2022
The Edge of the Water (Whidbey Island Saga Series),"George, Elizabeth",,,,Texas,North East Independent School District,2021-2022
Luis Munoz Marin (Community Builders),"George, Linda","George, Charles",,,Pennsylvania,Central York School District,2021-2022
The Difference Between You and Me,"George, Madeleine",,,,Texas,North East Independent School District,2021-2022
Lily and Dunkin,"Gephart, Donna",,,,Kansas,Goddard Public Schools,2021-2022
Lily and Dunkin,"Gephart, Donna",,,,Pennsylvania,Central York School District,2021-2022
Lily and Dunkin,"Gephart, Donna",,,,Texas,Fredericksburg Independent School District,2021-2022
Lily and Dunkin,"Gephart, Donna",,,,Texas,North East Independent School District,2021-2022
Girls Like Us (2015),"Giles, Gail",,,,Texas,Keller Independent School District,2021-2022
Not So Pure and Simple,"Giles, Lamar",,,,Tennessee,Collierville Schools,2021-2022
Melissa (George),"Gino, Alex",,,,Florida,Hernando School District,2021-2022
Melissa (George),"Gino, Alex",,,,Florida,Indian River County School District,2021-2022
Melissa (George),"Gino, Alex",,,,Florida,Lee County Schools,2021-2022
Melissa (George),"Gino, Alex",,,,Florida,Polk County Public Schools,2021-2022
Melissa (George),"Gino, Alex",,,,Florida,St. Lucie Public Schools,2021-2022
Melissa (George),"Gino, Alex",,,,Florida,Walton County School District,2021-2022
Melissa (George),"Gino, Alex",,,,Oklahoma,Bristow Public Schools,2021-2022
Melissa (George),"Gino, Alex",,,,Pennsylvania,Central York School District,2021-2022
Melissa (George),"Gino, Alex",,,,Texas,Granbury Independent School District,2021-2022
Melissa (George),"Gino, Alex",,,,Texas,Katy Independent School District,2021-2022
Melissa (George),"Gino, Alex",,,,Texas,North East Independent School District,2021-2022
Rick,"Gino, Alex",,,,Florida,Hernando School District,2021-2022
Rick,"Gino, Alex",,,,Texas,North East Independent School District,2021-2022
Black Youth Rising: Activism and Radical Healing in Urban America,"Ginwright, Shawn A.",,,,Pennsylvania,Central York School District,2021-2022
Hope and Healing in Urban Education: How Urban Activists and Teachers are Reclaiming Matters of the Heart,"Ginwright, Shawn A.",,,,Pennsylvania,Central York School District,2021-2022
Girl Mans Up,"Girard, M-E",,,,Georgia,Cherokee County School District,2021-2022
Girl Mans Up,"Girard, M-E",,,,Texas,North East Independent School District,2021-2022
Joshua and the City,"Girzone, Joseph F.",,,,Florida,Indian River County School District,2021-2022
After the Game (The Field Party Series),"Glines, Abbi",,,,Texas,Granbury Independent School District,2021-2022
Bad for You (Sea Breeze Series),"Glines, Abbi",,,,Oklahoma,Bristow Public Schools,2021-2022
Bad for You (Sea Breeze Series),"Glines, Abbi",,,,Texas,Granbury Independent School District,2021-2022
Losing the Field (The Field Party Series),"Glines, Abbi",,,,Texas,Granbury Independent School District,2021-2022
Making a Play (The Field Party Series),"Glines, Abbi",,,,Texas,Granbury Independent School District,2021-2022
The Vincent Boys (The Vincent Boys Series),"Glines, Abbi",,,,Florida,Indian River County School District,2021-2022
The Vincent Boys (The Vincent Boys Series),"Glines, Abbi",,,,Florida,Polk County Public Schools,2021-2022
The Vincent Boys (The Vincent Boys Series),"Glines, Abbi",,,,Florida,Walton County School District,2021-2022
The Vincent Brothers (The Vincent Boys Series),"Glines, Abbi",,,,Texas,Granbury Independent School District,2021-2022
Under the Lights (The Field Party Series),"Glines, Abbi",,,,Texas,Granbury Independent School District,2021-2022
Until Friday Night (The Field Party Series),"Glines, Abbi",,,,Texas,Granbury Independent School District,2021-2022
Until the End (Sea Breeze Series),"Glines, Abbi",,,,Texas,Granbury Independent School District,2021-2022
The Hula-Hoopin' Queen,"Godin, Thelma Lynne",,"Brantley-Newton, Vanessa",,Pennsylvania,Central York School District,2021-2022
Roe v. Wade: A Woman's Choice?,"Gold, Susan Dudley",,,,Texas,Granbury Independent School District,2021-2022
Lord of the Flies,"Golding, William",,,,Oklahoma,Bristow Public Schools,2021-2022
"Two Parties, One Tux, and a Very Short Film about The Grapes of Wrath","Goldman, Steven",,,,Texas,North East Independent School District,2021-2022
The Sound of Silence,"Goldsaito, Katrina",,"Kuo, Julia",,Florida,Duval County Public Schools,2021-2022
Love & Other Carnivorous Plants,"Gonsalves, Florence",,,,Tennessee,Collierville Schools,2021-2022
"Trans+: Love, Sex, Romance, and Being You","Gonzales, Kathryn","Rayne, Karen",,,Florida,Walton County School District,2021-2022
"Trans+: Love, Sex, Romance, and Being You","Gonzales, Kathryn","Rayne, Karen",,,Tennessee,Collierville Schools,2021-2022
Perfect on Paper,"Gonzales, Sophie",,,,Tennessee,Collierville Schools,2021-2022
"They, She, He Easy as ABC","Gonzalez, Maya Christina","SG, Matthew",,,Pennsylvania,Central York School District,2021-2022
"They, She, He Easy as ABC","Gonzalez, Maya Christina","SG, Matthew",,,Texas,North East Independent School District,2021-2022
What Drowns the Flowers in Your Mouth: A Memoir of Brotherhood,"González, Rigoberto",,,,Tennessee,Collierville Schools,2021-2022
All Around Us,"Gonzalez, Xelena",,"Garcia, Adriana M.",,Florida,Duval County Public Schools,2021-2022
Sister Mischief,"Goode, Laura",,,,Tennessee,Collierville Schools,2021-2022
Sister Mischief,"Goode, Laura",,,,Texas,North East Independent School District,2021-2022
How Not to Ask a Boy to Prom,"Goslee, S. J.",,,,Texas,North East Independent School District,2021-2022
Whatever.: or how junior year became totally f$@ked,"Goslee, S. J.",,,,Texas,North East Independent School District,2021-2022
Forever for a Year,"Gottfred, B. T.",,,,Texas,Cypress-Fairbanks Independent School District,2021-2022
Forever for a Year,"Gottfred, B. T.",,,,Texas,Katy Independent School District,2021-2022
Forever for a Year,"Gottfred, B. T.",,,,Texas,Lamar Consolidated Independent School District,2021-2022
The Handsome Girl & Her Beautiful Boy,"Gottfred, B. T.",,,,Texas,Katy Independent School District,2021-2022
The Nerdy and the Dirty,"Gottfred, B. T.",,,,Texas,Cypress-Fairbanks Independent School District,2021-2022
The Nerdy and the Dirty,"Gottfred, B. T.",,,,Texas,Katy Independent School District,2021-2022
The Nerdy and the Dirty,"Gottfred, B. T.",,,,Texas,Lamar Consolidated Independent School District,2021-2022
Seeing Gender: An Illustrated Guide to Identity and Expression,"Gottlieb, Iris",,,,Tennessee,Collierville Schools,2021-2022
Amelia Westlake Was Never Here,"Gough, Erin",,,,Tennessee,Collierville Schools,2021-2022
Cross My Heart (Cross My Heart Series),"Gould, Sasha",,,,Florida,Indian River County School District,2021-2022
Who Was Maria Tallchief? (Who was...? Series),"Gourley, Catherine",,"Taylor, Val Paul",,Pennsylvania,Central York School District,2021-2022
Image and Identity: Becoming the Person You Are,"Gowen, L. Kris","McKenna, Molly",,,Texas,North East Independent School District,2021-2022
Night Shine (Night Shine Series),"Gratton, Tessa",,,,Tennessee,Collierville Schools,2021-2022
Refugee,"Gratz, Alan",,,,Pennsylvania,Central York School District,2021-2022
Refugee,"Gratz, Alan",,,,Texas,Katy Independent School District,2021-2022
Let it Snow: Three Holiday Romances,"Green, John","Johnson, Maureen; Myracle, Lauren",,,Wisconsin,School District of Waukesha,2021-2022
Looking for Alaska,"Green, John",,,,Florida,Hernando School District,2021-2022
Looking for Alaska,"Green, John",,,,Florida,Indian River County School District,2021-2022
Looking for Alaska,"Green, John",,,,Florida,Osceola County School District,2021-2022
Looking for Alaska,"Green, John",,,,Idaho,Nampa School District,2021-2022
Looking for Alaska,"Green, John",,,,Michigan,Gladwin Community Schools,2021-2022
Looking for Alaska,"Green, John",,,,Missouri,Nixa Public Schools,2021-2022
Looking for Alaska,"Green, John",,,,New York,Yorktown Central School District,2021-2022
Looking for Alaska,"Green, John",,,,Oklahoma,Bristow Public Schools,2021-2022
Looking for Alaska,"Green, John",,,,Texas,Fredericksburg Independent School District,2021-2022
Looking for Alaska,"Green, John",,,,Texas,Katy Independent School District,2021-2022
Looking for Alaska,"Green, John",,,,Texas,Klein Independent School District,2021-2022
"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Green, John","Levithan, David",,,Tennessee,Collierville Schools,2021-2022
"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Green, John","Levithan, David",,,Texas,Granbury Independent School District,2021-2022
"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Green, John","Levithan, David",,,Texas,Klein Independent School District,2021-2022
"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Green, John","Levithan, David",,,Texas,North East Independent School District,2021-2022
Lighter than My Shadow,"Green, Katie",,,,Pennsylvania,Eastern Lancaster County School District,2021-2022
"Sex Plus: Learning, Loving, and Enjoying Your Body","Green, Laci",,,,Florida,Walton County School District,2021-2022
Rosa Parks,"Greenfield, Eloise",,"Ashby, Gil",,Florida,Volusia County Schools,2021-2022
The Great Migration: Journey to the North,"Greenfield, Eloise",,"Gilchrist, Jan Spivey",,Florida,Duval County Public Schools,2021-2022
Hooked,"Greenman, Catherine",,,,Texas,Granbury Independent School District,2021-2022
None of the Above,"Gregorio, I. W.",,,,Texas,Leander Independent School District,2021-2022
None of the Above,"Gregorio, I. W.",,,,Texas,North East Independent School District,2021-2022
The Deepest Breath,"Grehan, Meg",,,,Texas,North East Independent School District,2021-2022
Make Way for Dyamonde Daniel (Dyamonde Daniel Series),"Grimes, Nikki",,"Christie, R. Gregory",,Florida,Duval County Public Schools,2021-2022
Ordinary Hazards,"Grimes, Nikki",,,,Texas,Granbury Independent School District,2021-2022
Ordinary Hazards,"Grimes, Nikki",,,,Texas,North East Independent School District,2021-2022
Fates and Furies,"Groff, Lauren",,,,Florida,Walton County School District,2021-2022
Water for Elephants,"Gruen, Sara",,,,Florida,Indian River County School District,2021-2022
Water for Elephants,"Gruen, Sara",,,,Michigan,Gladwin Community Schools,2021-2022
Leila in Saffron,"Guidroz, Rukhsanna",,"Mirtalipova, Dinara",,Pennsylvania,Central York School District,2021-2022
What Philosophy Can Do,"Gutting, Gary",,,,Texas,North East Independent School District,2021-2022
Homegoing,"Gyasi, Yaa",,,,Florida,Indian River County School District,2021-2022
Homegoing,"Gyasi, Yaa",,,,Georgia,Cherokee County School District,2021-2022
Homegoing,"Gyasi, Yaa",,,,Missouri,Nixa Public Schools,2021-2022
Homegoing,"Gyasi, Yaa",,,,Texas,Klein Independent School District,2021-2022
Prince & Knight (Prince & Knight Series),"Haack, Daniel",,"Lewis, Stevie",,Pennsylvania,Central York School District,2021-2022
Culturally Responsive Teaching and The Brain: Promoting Authentic Engagement and Rigor Among Culturally and Linguistically Diverse Students,"Hammond, Zaretta",,,,Pennsylvania,Central York School District,2021-2022
To All the Boys I've Loved Before (To All the Boys I've Loved Before Series),"Han, Jenny",,,,Texas,Katy Independent School District,2021-2022
The Abortion Debate: Understanding the Issues (Issues in Focus Today),"Haney, Johannah",,,,Texas,North East Independent School District,2021-2022
A Raisin in the Sun,"Hansberry, Lorraine",,,,Oklahoma,Edmond Public Schools,2021-2022
The Art of Fielding,"Harbach, Chad",,,,Tennessee,Collierville Schools,2021-2022
The Last Exit to Normal,"Harmon, Michael",,,,Texas,Granbury Independent School District,2021-2022
The Last Exit to Normal,"Harmon, Michael",,,,Texas,North East Independent School District,2021-2022
Dead Until Dark (Sookie Stackhouse Series),"Harris, Charlaine",,,,Florida,Walton County School District,2021-2022
Political Resistance in the Current Age,"Harris, Duchess","Turner, Myra Faye",,,Texas,Klein Independent School District,2021-2022
"It's Not the Stork!: A Book About Girls, Boys, Babies, Bodies, Families and Friends","Harris, Robie H.",,"Emberley, Michael",,Texas,North East Independent School District,2021-2022
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",,"Emberley, Michael",,Florida,Polk County Public Schools,2021-2022
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",,"Emberley, Michael",,Florida,Walton County School District,2021-2022
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",,"Emberley, Michael",,Idaho,Nampa School District,2021-2022
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",,"Emberley, Michael",,Indiana,Carmel Clay Schools,2021-2022
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",,"Emberley, Michael",,Texas,Birdville Independent School District,2021-2022
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",,"Emberley, Michael",,Texas,North East Independent School District,2021-2022
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",,"Emberley, Michael",,Wisconsin,School District of Waukesha,2021-2022
Little Leaders: Bold Women in Black History,"Harrison, Vashti",,,,Pennsylvania,Central York School District,2021-2022
Little Legends: Exceptional Men in Black History,"Harrison, Vashti",,"Johnson, Kwesi",,Pennsylvania,Central York School District,2021-2022
Geography Club (Russel Middlebrook Series),"Hartinger, Brent",,,,Tennessee,Collierville Schools,2021-2022
Geography Club (Russel Middlebrook Series),"Hartinger, Brent",,,,Texas,Granbury Independent School District,2021-2022
Geography Club (Russel Middlebrook Series),"Hartinger, Brent",,,,Texas,North East Independent School District,2021-2022
Rapture Practice: A True Story About Growing Up Gay in an Evangelical Family,"Hartzler, Aaron",,,,Tennessee,Collierville Schools,2021-2022
What We Saw,"Hartzler, Aaron",,,,Florida,Indian River County School District,2021-2022
What We Saw,"Hartzler, Aaron",,,,Texas,Prosper Independent School District,2021-2022
One Half from the East,"Hashimi, Nadia",,,,Texas,North East Independent School District,2021-2022
The Scottsboro Boys,"Haskins, James",,,,Iowa,Keokuk Community School District,2021-2022
Ramadan Around The World,"Hassan, Ndaa",,"Momin, Azra",,Pennsylvania,Central York School District,2021-2022
Her Royal Highness,"Hawkins, Rachel",,,,Texas,Granbury Independent School District,2021-2022
Her Royal Highness,"Hawkins, Rachel",,,,Texas,North East Independent School District,2021-2022
Her Royal Highness (Royals Series),"Hawkins, Rachel",,,,Tennessee,Collierville Schools,2021-2022
Girl Crushed,"Heaney, Katie",,,,Tennessee,Collierville Schools,2021-2022
Girl Crushed,"Heaney, Katie",,,,Texas,North East Independent School District,2021-2022
The Day of Ahmed's Secret,"Heide, Florence Parry","Gilliland, Judith Heide","Lewin, Ted",,Florida,Duval County Public Schools,2021-2022
Promposal,"Helms, Rhonda",,,,Texas,North East Independent School District,2021-2022
"100 Questions You'd Never Ask Your Parents: Straight Answers to Teens' Questions About Sex, Sexuality, and Health","Henderson, Elisabeth","Armstrong, Nancy",,,Texas,Klein Independent School District,2021-2022
Unpregnant,"Hendriks, Jenni","Caplan, Ted",,,Texas,Granbury Independent School District,2021-2022
Unpregnant,"Hendriks, Jenni","Caplan, Ted",,,Texas,North East Independent School District,2021-2022
The Other Boy,"Hennessey, M. G.",,,,Texas,North East Independent School District,2021-2022
Ask Me How I Got Here,"Heppermann, Christine",,,,Texas,North East Independent School District,2021-2022
The Devouring Gray (The Devouring Gray Series),"Herman, Christine Lynn",,,,Texas,North East Independent School District,2021-2022
Who Is Derek Jeter? (Who was...? Series),"Herman, Gail",,"Thomson, Andrew",,Pennsylvania,Central York School District,2021-2022
Sal and Gabi Break the Universe (Sal and Gabi Series),"Hernandez, Carlos",,,,North Carolina,Wilkes County School District,2021-2022
The War Outside,"Hesse, Monica",,,,Texas,Katy Independent School District,2021-2022
Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),"Higginbotham, Anastasia",,,,Pennsylvania,Central York School District,2021-2022
Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),"Higginbotham, Anastasia",,,,Texas,North East Independent School District,2021-2022
Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),"Higginbotham, Anastasia",,,,Wisconsin,School District of Waukesha,2021-2022
Rethinking Normal: A Memoir in Transition,"Hill, Katie Rain",,,,Texas,North East Independent School District,2021-2022
When the Beat Was Born: DJ Kool Herc and the Creation of Hip Hop,"Hill, Laban Carrick",,"Taylor III, Theodore",,Pennsylvania,Central York School District,2021-2022
Black Lives Matter: From a Moment to a Movement,"Hillstrom, Laurie Collier",,,,Florida,Indian River County School District,2021-2022
"The Birds, the Bees, and You and Me","Hinebaugh, Olivia",,,,Texas,North East Independent School District,2021-2022
The Outsiders,"Hinton, S. E.",,,,Oklahoma,Bristow Public Schools,2021-2022
The Night Diary,"Hiranandani, Veera",,,,Florida,Duval County Public Schools,2021-2022
One True Way,"Hitchcock, Shannon",,,,Texas,North East Independent School District,2021-2022
Hush! A Thai Lullaby,"Ho, Minfong",,"Meade, Holly",,Florida,Duval County Public Schools,2021-2022
Archenemy,"Hoblin, Paul",,,,Texas,North East Independent School District,2021-2022
Best Best Colors: Los mejores colores,"Hoffman, Eric",,"Henriquez, Celeste",,Texas,North East Independent School District,2021-2022
Amazing Grace (Grace Series),"Hoffman, Mary",,"Binch, Caroline",,Pennsylvania,Central York School District,2021-2022
Jacob's New Dress,"Hoffman, Sarah","Hoffman, Ian","Case, Chris",,Texas,North East Independent School District,2021-2022
Jacob's Room to Choose,"Hoffman, Sarah","Hoffman, Ian","Case, Chris",,Texas,North East Independent School District,2021-2022
"Culturally and Linguistically Responsive Teaching and Learning – Classroom Practices for Student Success, Grades K-12","Hollie, Sharroky",,,,Pennsylvania,Central York School District,2021-2022
"Hang-ups, Hook-ups, and Holding Out: Stuff You Need to Know about Your Body, Sex, and Dating","Holmes, Melisa","Hutchison, Trish",,,Texas,North East Independent School District,2021-2022
Redwood and Ponytail,"Holt, K. A.",,,,Texas,North East Independent School District,2021-2022
Jack,"Homes, A. M.",,,,Tennessee,Collierville Schools,2021-2022
Jack,"Homes, A. M.",,,,Texas,Granbury Independent School District,2021-2022
Lovely,"Hong, Jess",,,,Pennsylvania,Central York School District,2021-2022
Teaching to Transgress: Education as the Practice of Freedom,"hooks, bell",,,,Pennsylvania,Central York School District,2021-2022
Burned (Burned Series),"Hopkins, Ellen",,,,Oklahoma,Bristow Public Schools,2021-2022
Burned (Burned Series),"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Florida,Brevard Public Schools,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Florida,Indian River County School District,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Georgia,Cherokee County School District,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Idaho,Nampa School District,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Indiana,Carmel Clay Schools,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Kansas,Goddard Public Schools,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Michigan,Gladwin Community Schools,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Oklahoma,Bristow Public Schools,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Tennessee,Wilson County School District,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Texas,Fredericksburg Independent School District,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
Crank (Crank Series),"Hopkins, Ellen",,,,Wisconsin,School District of Waukesha,2021-2022
Fallout (Crank Series),"Hopkins, Ellen",,,,Michigan,Gladwin Community Schools,2021-2022
Fallout (Crank Series),"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
Glass (Crank Series),"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
Identical,"Hopkins, Ellen",,,,Michigan,Gladwin Community Schools,2021-2022
Identical,"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
Impulse (Impulse Series),"Hopkins, Ellen",,,,Michigan,Gladwin Community Schools,2021-2022
Impulse (Impulse Series),"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
People Kill People,"Hopkins, Ellen",,,,Florida,Brevard Public Schools,2021-2022
People Kill People,"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
Perfect (Impulse Series),"Hopkins, Ellen",,,,Florida,Indian River County School District,2021-2022
Perfect (Impulse Series),"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
Smoke (Burned Series),"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
The You I've Never Known,"Hopkins, Ellen",,,,Texas,North East Independent School District,2021-2022
Tilt,"Hopkins, Ellen",,,,Florida,Brevard Public Schools,2021-2022
Tilt,"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
Traffick (Tricks Series),"Hopkins, Ellen",,,,Florida,Indian River County School District,2021-2022
Traffick (Tricks Series),"Hopkins, Ellen",,,,Texas,Prosper Independent School District,2021-2022
Triangles,"Hopkins, Ellen",,,,Florida,Brevard Public Schools,2021-2022
Triangles,"Hopkins, Ellen",,,,Florida,Indian River County School District,2021-2022
Triangles,"Hopkins, Ellen",,,,Texas,Frisco Independent School District,2021-2022
Triangles,"Hopkins, Ellen",,,,Virginia,Virginia Beach City Public Schools,2021-2022
Tricks (Tricks Series),"Hopkins, Ellen",,,,Florida,Brevard Public Schools,2021-2022
Tricks (Tricks Series),"Hopkins, Ellen",,,,Florida,Indian River County School District,2021-2022
Tricks (Tricks Series),"Hopkins, Ellen",,,,Florida,Jackson County School District,2021-2022
Tricks (Tricks Series),"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2021-2022
Tricks (Tricks Series),"Hopkins, Ellen",,,,Florida,Polk County Public Schools,2021-2022
Tricks (Tricks Series),"Hopkins, Ellen",,,,Florida,St. Lucie Public Schools,2021-2022
Tricks (Tricks Series),"Hopkins, Ellen",,,,Florida,Walton County School District,2021-2022
Tricks (Tricks Series),"Hopkins, Ellen",,,,Georgia,Cherokee County School District,2021-2022
Carter Reads the Newspaper,"Hopkinson, Deborah",,"Tate, Don",,Florida,Duval County Public Schools,2021-2022
Michelle,"Hopkinson, Deborah",,"Ford, A. G.",,Pennsylvania,Central York School District,2021-2022
What Is the Women's Rights Movement? (What was...? Series),"Hopkinson, Deborah",,"Conley, Laurie",,Pennsylvania,Central York School District,2021-2022
A Love Story Starring My Dead Best Friend,"Horner, Emily",,,,Texas,Granbury Independent School District,2021-2022
A Love Story Starring My Dead Best Friend,"Horner, Emily",,,,Texas,North East Independent School District,2021-2022
How Many Stars in the Sky?,"Hort, Lenny",,"Ransome, James E.",,Pennsylvania,Central York School District,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Florida,Brevard Public Schools,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Florida,Indian River County School District,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Florida,Polk County Public Schools,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Florida,Santa Rosa County District Schools,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Florida,St. Lucie Public Schools,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Florida,Walton County School District,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Georgia,Cherokee County School District,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Idaho,Nampa School District,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Michigan,Gladwin Community Schools,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Mississippi,Madison County Schools,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Texas,Birdville Independent School District,2021-2022
The Kite Runner,"Hosseini, Khaled",,,,Texas,Fredericksburg Independent School District,2021-2022
Virgie Goes to School with Us Boys,"Howard, Elizabeth Fitzgerald",,"Lewis, E.B.",,Florida,Duval County Public Schools,2021-2022
"Middle School's a Drag, You Better Werk!","Howard, Greg",,,,Texas,North East Independent School District,2021-2022
The Whispers,"Howard, Greg",,,,Texas,Granbury Independent School District,2021-2022
The Whispers,"Howard, Greg",,,,Texas,North East Independent School District,2021-2022
Totally Joe (The Misfits Series),"Howe, James",,,,Texas,Granbury Independent School District,2021-2022
Totally Joe (The Misfits Series),"Howe, James",,,,Texas,North East Independent School District,2021-2022
Catching the Moon: The Story of a Young Girl's Baseball Dream,"Hubbard, Crystal",,"DuBurke, Randy",,Pennsylvania,Central York School District,2021-2022
Teen Legal Rights,"Hudson Jr., David L.",,,,Texas,North East Independent School District,2021-2022
My Friend Maya Loves to Dance,"Hudson, Cheryl Willis",,"Velásquez, Eric",,Pennsylvania,Central York School District,2021-2022
GLBTQ*: The Survival Guide for Queer & Questioning Teens,"Huegel, Kelly",,,,Texas,North East Independent School District,2021-2022
"No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure","Hughes, Susan",,"Dawson, Willow",,Texas,Granbury Independent School District,2021-2022
"No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure","Hughes, Susan",,"Dawson, Willow",,Texas,North East Independent School District,2021-2022
Their Eyes Were Watching God,"Hurston, Zora Neale",,,,Oklahoma,Edmond Public Schools,2021-2022
Freaks and Revelations,"Hurwin, Davida Wills",,,,Texas,North East Independent School District,2021-2022
A Complicated Love Story Set in Space,"Hutchinson, Shaun David",,,,Tennessee,Collierville Schools,2021-2022
At the Edge of the Universe,"Hutchinson, Shaun David",,,,Texas,North East Independent School District,2021-2022
Brave Face: A Memoir,"Hutchinson, Shaun David",,,,Florida,Indian River County School District,2021-2022
Brave Face: A Memoir,"Hutchinson, Shaun David",,,,Tennessee,Collierville Schools,2021-2022
