Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
A ​Court of Silver Flames,"Maas, Sarah J.",,,,Florida,Orange County Public Schools,2023-2024
A Court of Thorns and Roses,"Maas, Sarah J.",,,,Florida,Orange County Public Schools,2023-2024
A Court of Wings and Ruin,"Maas, Sarah J.",,,,Florida,Orange County Public Schools,2023-2024
House of Earth and Blood,"Maas, Sarah J.",,,,Florida,Orange County Public Schools,2023-2024
Fall on Your Knees,"MacDonald, Ann-Marie",,,,Florida,Orange County Public Schools,2023-2024
Easter Rising: A Memoir of Roots and Rebellion,"MacDonald, Michael Patrick",,,,Florida,Orange County Public Schools,2023-2024
Guyaholic,"Mackler, Carolyn",,,,Florida,Orange County Public Schools,2023-2024
The Hike,"Magary, Drew",,,,Florida,Orange County Public Schools,2023-2024
Son of a Witch,"Maguire, Gregory",,,,Florida,Orange County Public Schools,2023-2024
Wicked: Memorias de una bruja mala,"Maguire, Gregory",,,,Florida,Orange County Public Schools,2023-2024
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",,,,Florida,Orange County Public Schools,2023-2024
The Natural,"Malamud, Bernard",,,,Florida,Orange County Public Schools,2023-2024
Nectar in a Sieve,"Markandaya, Kamala",,,,Florida,Orange County Public Schools,2023-2024
Slightly Single,"Markham, Wendy",,,,Florida,Orange County Public Schools,2023-2024
Blue Is the Warmest Color,"Maroh, Julie",,,"Hahnenberger, Ivanka",Florida,Orange County Public Schools,2023-2024
A Clash of Kings,"Martin, George R. R.",,,,Florida,Orange County Public Schools,2023-2024
A Dance with Dragons,"Martin, George R. R.",,,,Florida,Orange County Public Schools,2023-2024
A Feast for Crows,"Martin, George R. R.",,,,Florida,Orange County Public Schools,2023-2024
A Game of Thrones,"Martin, George R. R.",,,,Florida,Orange County Public Schools,2023-2024
A Storm of Swords,"Martin, George R. R.",,,,Florida,Orange County Public Schools,2023-2024
The Mystery Knight,"Martin, George R. R.","Avery, Ben","Miller, Mike S.",,Florida,Orange County Public Schools,2023-2024
The Official a Game of Thrones Coloring Book: An Adult Coloring Book,"Martin, George R. R.",,,,Florida,Orange County Public Schools,2023-2024
"Jackie ""The Joke Man"" Martling's Disgustingly Dirty Joke Book","Martling, Jackie",,,,Florida,Orange County Public Schools,2023-2024
Cendrillon (Opera),"Massenet, Jules","Caïn, Henri",,,Florida,Orange County Public Schools,2023-2024
Paper Dollhouse: A Memoir,"Masterson, Lisa M.",,,,Florida,Orange County Public Schools,2023-2024
Strange Intimacy,"Mather, Anne",,,,Florida,Orange County Public Schools,2023-2024
Amy and Roger's Epic Detour,"Matson, Morgan",,,,Florida,Orange County Public Schools,2023-2024
The Secret Diary of Anne Boleyn,"Maxwell, Robin",,,,Florida,Orange County Public Schools,2023-2024
The Good Lord Bird,"McBride, James",,,,Florida,Orange County Public Schools,2023-2024
Perfect Fifths,"McCafferty, Megan",,,,Florida,Orange County Public Schools,2023-2024
Second Helpings,"McCafferty, Megan",,,,Florida,Orange County Public Schools,2023-2024
Freedom's Choice,"McCaffrey, Anne",,,,Florida,Orange County Public Schools,2023-2024
All the Pretty Horses,"McCarthy, Cormac",,,,Florida,Orange County Public Schools,2023-2024
"Blood Meridian, or, The Evening Redness in the West","McCarthy, Cormac",,,,Florida,Orange County Public Schools,2023-2024
No Country for Old Men,"McCarthy, Cormac",,,,Florida,Orange County Public Schools,2023-2024
Outer Dark,"McCarthy, Cormac",,,,Florida,Orange County Public Schools,2023-2024
Man o' War,"McCarthy, Cory",,,,Florida,Orange County Public Schools,2023-2024
Sold,"McCormick, Patricia",,,,Florida,Orange County Public Schools,2023-2024
The Revolution of Little Girls,"McCrary Boyd, Blanche",,,,Florida,Orange County Public Schools,2023-2024
The Member of the Wedding,"McCullers, Carson",,,,Florida,Orange County Public Schools,2023-2024
The Beauty Queen of Leenane,"McDonagh, Martin",,,,Florida,Orange County Public Schools,2023-2024
Sophomore Switch,"McDonald, Abby",,,,Florida,Orange County Public Schools,2023-2024
Amsterdam,"McEwan, Ian",,,,Florida,Orange County Public Schools,2023-2024
Atonement,"McEwan, Ian",,,,Florida,Orange County Public Schools,2023-2024
On Chesil Beach,"McEwan, Ian",,,,Florida,Orange County Public Schools,2023-2024
Duquesa by Default,"McGiveny, Maura",,,,Florida,Orange County Public Schools,2023-2024
Beautiful Disaster,"McGuire, Jamie",,,,Florida,Orange County Public Schools,2023-2024
The Memory of Running,"McLarty, Ron",,,,Florida,Orange County Public Schools,2023-2024
Lonesome Dove,"McMurty, Larry",,,,Florida,Orange County Public Schools,2023-2024
Everything You Want Me to Be,"Mejia, Mindy",,,,Florida,Orange County Public Schools,2023-2024
"A B C Anthony Bennett Champion: The Whole Story About an Extraordinary Man of the Twenty-First Century and his many Friends, Escapades and Achievements","Mendler, Edward C.",,,,Florida,Orange County Public Schools,2023-2024
Talking in the Dark: A Poetry Memoir,"Merrell, Billy",,,,Florida,Orange County Public Schools,2023-2024
Life and Death: Twilight Reimagined,"Meyer, Stephenie",,,,Florida,Orange County Public Schools,2023-2024
Sex on the Moon: The Amazing Story Behind the Most Audacious Heist in History,"Mezrich, Ben",,,,Florida,Orange County Public Schools,2023-2024
Pretty Woman,"Michaels, Fern",,,,Florida,Orange County Public Schools,2023-2024
The Real Deal,"Michaels, Fern",,,,Florida,Orange County Public Schools,2023-2024
Circe,"Miller, Madeline",,,,Florida,Orange County Public Schools,2023-2024
The Song of Achilles,"Miller, Madeline",,,,Florida,Orange County Public Schools,2023-2024
The Authority (1999-2002): Book Two,"Miller, Mark",,"Quietly, Frank",,Florida,Orange County Public Schools,2023-2024
Paradise Lost,"Milton, John",,,,Florida,Orange County Public Schools,2023-2024
Paradise Lost and Paradise Regained,"Milton, John","Ricks, Christopher",,,Florida,Orange County Public Schools,2023-2024
Cloud Atlas,"Mitchell, David",,,,Florida,Orange County Public Schools,2023-2024
"Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel)","Moen, Erika","Nolan, Matthew",,,Florida,Orange County Public Schools,2023-2024
All My Friends Are Dead,"Monsen, Avery","John, Jory",,,Florida,Orange County Public Schools,2023-2024
Watchmen,"Moore, Alan",,"Gibbons, Dave",,Florida,Orange County Public Schools,2023-2024
"Camp Confidential (Series, Title Not Specified)","Morgan, Melissa J.",,,,Florida,Orange County Public Schools,2023-2024
The Year of Secret Assignments,"Moriarty, Jaclyn",,,,Florida,Orange County Public Schools,2023-2024
The Center of Everything,"Moriarty, Laura",,,,Florida,Orange County Public Schools,2023-2024
Seikai 1: Crest of the Stars: Princess of the Empire,"Morioka, Hiroyuki",,,,Florida,Orange County Public Schools,2023-2024
Beloved,"Morrison, Toni",,,,Florida,Orange County Public Schools,2023-2024
Paradise,"Morrison, Toni",,,,Florida,Orange County Public Schools,2023-2024
Song of Solomon,"Morrison, Toni",,,,Florida,Orange County Public Schools,2023-2024
The Bluest Eye,"Morrison, Toni",,,,Florida,Orange County Public Schools,2023-2024
Kafka on the Shore,"Murakami, Haruki",,,,Florida,Orange County Public Schools,2023-2024
Men Without Women,"Murakami, Haruki",,,"Gabriel, Philip; Goossen, Ted",Florida,Orange County Public Schools,2023-2024
Heart of Stone,"Murphy, C.E.",,,,Florida,Orange County Public Schools,2023-2024
Dead End,"Myers, Jason",,,,Florida,Orange County Public Schools,2023-2024
Street Love,"Myers, Walter Dean",,,,Florida,Orange County Public Schools,2023-2024
"l8r, g8r","Myracle, Lauren",,,,Florida,Orange County Public Schools,2023-2024
"Peace, Love, and Baby Ducks","Myracle, Lauren",,,,Florida,Orange County Public Schools,2023-2024
Rhymes with Witches,"Myracle, Lauren",,,,Florida,Orange County Public Schools,2023-2024
Shine,"Myracle, Lauren",,,,Florida,Orange County Public Schools,2023-2024
The Infinite Moment of Us,"Myracle, Lauren",,,,Florida,Orange County Public Schools,2023-2024
ttfn,"Myracle, Lauren",,,,Florida,Orange County Public Schools,2023-2024
ttyl,"Myracle, Lauren",,,,Florida,Orange County Public Schools,2023-2024
yolo,"Myracle, Lauren",,,,Florida,Orange County Public Schools,2023-2024
The Art of Hana-Kimi,"Nakajo, Hisaya",,,,Florida,Orange County Public Schools,2023-2024
Linden Hills,"Naylor, Gloria",,,,Florida,Orange County Public Schools,2023-2024
The Men of Brewster Place,"Naylor, Gloria",,,,Florida,Orange County Public Schools,2023-2024
The Women of Brewster Place: A Novel in Seven Stories,"Naylor, Gloria",,,,Florida,Orange County Public Schools,2023-2024
Like a Love Story,"Nazemian, Abdi",,,,Florida,Orange County Public Schools,2023-2024
Getting Somewhere,"Neff, Beth",,,,Florida,Orange County Public Schools,2023-2024
On the Volcano,"Nelson, James",,,,Florida,Orange County Public Schools,2023-2024
Suite Francaise,"Nemirovsky, Irene",,,"Smith, Sandra",Florida,Orange County Public Schools,2023-2024
Everything I Never Told You,"Ng, Celeste",,,,Florida,Orange County Public Schools,2023-2024
Little Fires Everywhere,"Ng, Celeste",,,,Florida,Orange County Public Schools,2023-2024
The Sympathizer,"Nguyen, Viet Thanh",,,,Florida,Orange County Public Schools,2023-2024
We Are All Made of Molecules,"Nielsen, Susin",,,,Florida,Orange County Public Schools,2023-2024
The Time Traveler's Wife,"Niffenegger, Audrey",,,,Florida,Orange County Public Schools,2023-2024
Breathless (JN),"Niven, Jennifer",,,,Florida,Orange County Public Schools,2023-2024
Holding Up the Universe,"Niven, Jennifer",,,,Florida,Orange County Public Schools,2023-2024
Everlasting,"Noël, Alyson",,,,Florida,Orange County Public Schools,2023-2024
Evermore,"Noël, Alyson",,,,Florida,Orange County Public Schools,2023-2024
Night Star,"Noël, Alyson",,,,Florida,Orange County Public Schools,2023-2024
Where I End and You Begin,"Norton, Preston",,,,Florida,Orange County Public Schools,2023-2024
Sweat,"Nottage, Lynn",,,,Florida,Orange County Public Schools,2023-2024
Plague in the Mirror,"Noyes, Deborah",,,,Florida,Orange County Public Schools,2023-2024
Back Roads,"O'Dell, Tawni",,,,Florida,Orange County Public Schools,2023-2024
Beasts,"Oates, Joyce Carol",,,,Florida,Orange County Public Schools,2023-2024
The Assignation,"Oates, Joyce Carol",,,,Florida,Orange County Public Schools,2023-2024
We Were the Mulvaneys,"Oates, Joyce Carol",,,,Florida,Orange County Public Schools,2023-2024
Before I Fall,"Oliver, Lauren",,,,Florida,Orange County Public Schools,2023-2024
When the Emperor Was Divine,"Otsuka, Julie",,,,Florida,Orange County Public Schools,2023-2024
"Ars Amatoria; Or, The Art of Love",Ovid,,,,Florida,Orange County Public Schools,2023-2024
Metamorphoses,Ovid,,,,Florida,Orange County Public Schools,2023-2024
Where the Crawdads Sing,"Owens, Delia",,,,Florida,Orange County Public Schools,2023-2024
Choke (CP),"Palahniuk, Chuck",,,,Florida,Orange County Public Schools,2023-2024
Invisible Monsters Remix,"Palahniuk, Chuck",,,,Florida,Orange County Public Schools,2023-2024
Lullaby,"Palahniuk, Chuck",,,,Florida,Orange County Public Schools,2023-2024
The Dogs of Babel,"Parkhurst, Carolyn",,,,Florida,Orange County Public Schools,2023-2024
The Learning Tree,"Parks, Gordon",,,,Florida,Orange County Public Schools,2023-2024
Bel Canto,"Patchett, Ann",,,,Florida,Orange County Public Schools,2023-2024
The Patron Saint of Liars,"Patchett, Ann",,,,Florida,Orange County Public Schools,2023-2024
Honeymoon,"Patterson, James","Roughan, Howard",,,Florida,Orange County Public Schools,2023-2024
Sail,"Patterson, James","Roughan, Howard",,,Florida,Orange County Public Schools,2023-2024
Sam's Letters to Jennifer,"Patterson, James","Roughan, Howard",,,Florida,Orange County Public Schools,2023-2024
Sideways: The Shooting Script,"Payne, Alexander","Taylor, Jim",,,Florida,Orange County Public Schools,2023-2024
A Day No Pigs Would Die,"Peck, Robert Newton",,,,Florida,Orange County Public Schools,2023-2024
The Leftovers,"Perrotta, Tom",,,,Florida,Orange County Public Schools,2023-2024
The Street,"Petry, Ann",,,,Florida,Orange County Public Schools,2023-2024
Out Stealing Horses,"Petterson, Per",,,"Born, Anne",Florida,Orange County Public Schools,2023-2024
Prague,"Phillips, Arthur",,,,Florida,Orange County Public Schools,2023-2024
Fishtailing,"Phillips, Wendy",,,,Florida,Orange County Public Schools,2023-2024
A Spark of Light,"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
Change of Heart: A Novel,"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
Handle with Care,"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
House Rules,"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
Nineteen Minutes,"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
Perfect Match,"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
Picture Perfect (JP),"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
Sing You Home,"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
The Pact: A Love Story,"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
The Storyteller,"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
The Tenth Circle,"Picoult, Jodi",,,,Florida,Orange County Public Schools,2023-2024
A Year and a Day,"Pietrzyk, Leslie",,,,Florida,Orange County Public Schools,2023-2024
"Thirst No. 1: Human Urges, Fatal Consequences","Pike, Christopher",,,,Florida,Orange County Public Schools,2023-2024
"Thirst No. 2: Deepest Desire, Instant Remorse","Pike, Christopher",,,,Florida,Orange County Public Schools,2023-2024
Thirst No. 4: The Shadow of Death,"Pike, Christopher",,,,Florida,Orange County Public Schools,2023-2024
Thirst No. 5: The Sacred Veil,"Pike, Christopher",,,,Florida,Orange County Public Schools,2023-2024
Into White,"Pink, Randi",,,,Florida,Orange County Public Schools,2023-2024
"It Doesn't Have to Be Awkward: Dealing with Relationships, Consent, and Other Hard-to-Talk-About Stuff","Pinsky, Drew","Pinsky, Paulina",,,Florida,Orange County Public Schools,2023-2024
Yes Please,"Poehler, Amy",,,,Florida,Orange County Public Schools,2023-2024
Tinisima,"Poniatowska, Elena",,,"Silver, Katherine",Florida,Orange County Public Schools,2023-2024
Behind the Shadows,"Potter, Patricia",,,,Florida,Orange County Public Schools,2023-2024
The Whistling Toilets,"Powell, Randy",,,,Florida,Orange County Public Schools,2023-2024
The Cabin,"Preston, Natasha",,,,Florida,Orange County Public Schools,2023-2024
The Cellar,"Preston, Natasha",,,,Florida,Orange County Public Schools,2023-2024
"Caves, Graves, and Catacombs: Secrets from Beneath the Earth","Prior, Natalie Jane",,,,Florida,Orange County Public Schools,2023-2024
"Swann's Way: In Search of Lost Time, Vol. 1","Proust, Marcel",,,,Florida,Orange County Public Schools,2023-2024
The Book of Dust: La Belle Sauvage,"Pullman, Philip",,,,Florida,Orange County Public Schools,2023-2024
Burning Glass,"Purdie, Kathryn",,,,Florida,Orange County Public Schools,2023-2024
The Family,"Puzo, Mario",,,,Florida,Orange County Public Schools,2023-2024
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,Florida,Orange County Public Schools,2023-2024
The Elegant Gathering of White Snows,"Radish, Kris",,,,Florida,Orange County Public Schools,2023-2024
The Fountainhead,"Rand, Ayn",,,,Florida,Orange County Public Schools,2023-2024
Punkzilla,"Rapp, Adam",,,,Florida,Orange County Public Schools,2023-2024
Beautiful,"Reed, Amy",,,,Florida,Orange County Public Schools,2023-2024
The Cute Girl Network,"Reed, M. K.",,,,Florida,Orange County Public Schools,2023-2024
Such a Fun Age,"Reid, Kiley",,,,Florida,Orange County Public Schools,2023-2024
The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins",,,,Florida,Orange County Public Schools,2023-2024
Stop in the Name of Pants!,"Rennison, Louise",,,,Florida,Orange County Public Schools,2023-2024
Stone Fox,"Reynolder, John",,"Hargreaves, Greg",,Florida,Orange County Public Schools,2023-2024
Wide Sargasso Sea,"Rhys, Jean",,,,Florida,Orange County Public Schools,2023-2024
The Vampire Armand,"Rice, Anne",,,,Florida,Orange County Public Schools,2023-2024
The Witching Hour,"Rice, Anne",,,,Florida,Orange County Public Schools,2023-2024
Life,"Richards, Keith","Fox, James",,,Florida,Orange County Public Schools,2023-2024
Juliet Takes a Breath,"Rivera, Gabby",,,,Florida,Orange County Public Schools,2023-2024
Redeeming Love,"Rivers, Francine",,,,Florida,Orange County Public Schools,2023-2024
The Atonement Child,"Rivers, Francine",,,,Florida,Orange County Public Schools,2023-2024
Gulp: Adventures on the Alimentary Canal,"Roach, Mary",,,,Florida,Orange County Public Schools,2023-2024
Birthright,"Roberts, Nora",,,,Florida,Orange County Public Schools,2023-2024
Whispers at Midnight,"Roberts, Peggy",,,,Florida,Orange County Public Schools,2023-2024
The True and Outstanding Adventures of the Hunt Sisters,"Robinson, Elisabeth",,,,Florida,Orange County Public Schools,2023-2024
Normal People,"Rooney, Sally",,,,Florida,Orange County Public Schools,2023-2024
Jack of Hearts (and other parts),"Rosen, L. C.",,,,Florida,Orange County Public Schools,2023-2024
